DatasetId;SiteId;SampleId;OriginalDiatomSampleId;TaxonId;Abun
SWAP;SWAPS31;SWAP148;S311;AU9983;10
SWAP;SWAPS31;SWAP148;S311;AU9984;4
SWAP;SWAPS31;SWAP148;S311;AU9987;2
SWAP;SWAPS31;SWAP148;S311;AU9999;7
SWAP;SWAPS31;SWAP148;S311;BR001A;32
SWAP;SWAPS31;SWAP148;S311;BR003A;1
SWAP;SWAPS31;SWAP148;S311;BR006A;18
SWAP;SWAPS31;SWAP148;S311;CM010A;5
SWAP;SWAPS31;SWAP148;S311;CM017A;2
SWAP;SWAPS31;SWAP148;S311;CM020A;1
SWAP;SWAPS31;SWAP148;S311;CM048A;11
SWAP;SWAPS31;SWAP148;S311;CM052A;1
SWAP;SWAPS31;SWAP148;S311;CM9989;1
SWAP;SWAPS31;SWAP148;S311;CM9999;4
SWAP;SWAPS31;SWAP148;S311;CY001A;1
SWAP;SWAPS31;SWAP148;S311;CY007A;2
SWAP;SWAPS31;SWAP148;S311;CY9991;30
SWAP;SWAPS31;SWAP148;S311;EU002A;1
SWAP;SWAPS31;SWAP148;S311;EU002B;3
SWAP;SWAPS31;SWAP148;S311;EU002K;1
SWAP;SWAPS31;SWAP148;S311;EU004A;10
SWAP;SWAPS31;SWAP148;S311;EU007A;1
SWAP;SWAPS31;SWAP148;S311;EU009A;8
SWAP;SWAPS31;SWAP148;S311;EU009C;1
SWAP;SWAPS31;SWAP148;S311;EU011A;5
SWAP;SWAPS31;SWAP148;S311;EU013A;2
SWAP;SWAPS31;SWAP148;S311;EU015A;1
SWAP;SWAPS31;SWAP148;S311;EU017A;1
SWAP;SWAPS31;SWAP148;S311;EU019A;2
SWAP;SWAPS31;SWAP148;S311;EU020A;5
SWAP;SWAPS31;SWAP148;S311;EU026A;1
SWAP;SWAPS31;SWAP148;S311;EU028A;2
SWAP;SWAPS31;SWAP148;S311;EU029A;1
SWAP;SWAPS31;SWAP148;S311;EU032A;1
SWAP;SWAPS31;SWAP148;S311;EU034A;1
SWAP;SWAPS31;SWAP148;S311;EU043A;1
SWAP;SWAPS31;SWAP148;S311;EU047A;18
SWAP;SWAPS31;SWAP148;S311;EU048A;15
SWAP;SWAPS31;SWAP148;S311;EU049A;4
SWAP;SWAPS31;SWAP148;S311;EU049B;4
SWAP;SWAPS31;SWAP148;S311;EU051B;2
SWAP;SWAPS31;SWAP148;S311;EU056A;1
SWAP;SWAPS31;SWAP148;S311;EU9999;3
SWAP;SWAPS31;SWAP148;S311;FR002C;2
SWAP;SWAPS31;SWAP148;S311;FR005D;41
SWAP;SWAPS31;SWAP148;S311;FR007A;1
SWAP;SWAPS31;SWAP148;S311;FR010A;1
SWAP;SWAPS31;SWAP148;S311;FR015A;3
SWAP;SWAPS31;SWAP148;S311;FR020A;1
SWAP;SWAPS31;SWAP148;S311;FR9991;2
SWAP;SWAPS31;SWAP148;S311;FR9999;3
SWAP;SWAPS31;SWAP148;S311;FU002A;13
SWAP;SWAPS31;SWAP148;S311;FU002B;26
SWAP;SWAPS31;SWAP148;S311;FU002F;13
SWAP;SWAPS31;SWAP148;S311;GO004A;1
SWAP;SWAPS31;SWAP148;S311;GO006C;1
SWAP;SWAPS31;SWAP148;S311;GO013A;2
SWAP;SWAPS31;SWAP148;S311;ME019A;1
SWAP;SWAPS31;SWAP148;S311;NA003A;1
SWAP;SWAPS31;SWAP148;S311;NA003B;1
SWAP;SWAPS31;SWAP148;S311;NA005A;1
SWAP;SWAPS31;SWAP148;S311;NA006A;5
SWAP;SWAPS31;SWAP148;S311;NA014A;1
SWAP;SWAPS31;SWAP148;S311;NA015A;2
SWAP;SWAPS31;SWAP148;S311;NA032A;2
SWAP;SWAPS31;SWAP148;S311;NA037A;1
SWAP;SWAPS31;SWAP148;S311;NA039A;1
SWAP;SWAPS31;SWAP148;S311;NA135A;3
SWAP;SWAPS31;SWAP148;S311;NA140A;2
SWAP;SWAPS31;SWAP148;S311;NA167A;1
SWAP;SWAPS31;SWAP148;S311;NA9919;1
SWAP;SWAPS31;SWAP148;S311;NA9999;6
SWAP;SWAPS31;SWAP148;S311;NE003B;1
SWAP;SWAPS31;SWAP148;S311;NI005A;1
SWAP;SWAPS31;SWAP148;S311;NI017A;5
SWAP;SWAPS31;SWAP148;S311;NI036A;1
SWAP;SWAPS31;SWAP148;S311;PE002A;15
SWAP;SWAPS31;SWAP148;S311;PI011A;3
SWAP;SWAPS31;SWAP148;S311;PI015A;1
SWAP;SWAPS31;SWAP148;S311;PI018A;3
SWAP;SWAPS31;SWAP148;S311;PI022B;2
SWAP;SWAPS31;SWAP148;S311;PI9999;3
SWAP;SWAPS31;SWAP148;S311;SA001A;1
SWAP;SWAPS31;SWAP148;S311;SA001B;5
SWAP;SWAPS31;SWAP148;S311;SE001A;16
SWAP;SWAPS31;SWAP148;S311;SP002A;14
SWAP;SWAPS31;SWAP148;S311;SP004A;2
SWAP;SWAPS31;SWAP148;S311;SU005A;2
SWAP;SWAPS31;SWAP148;S311;SU006A;1
SWAP;SWAPS31;SWAP148;S311;SY003A;1
SWAP;SWAPS31;SWAP148;S311;TA001A;18
SWAP;SWAPS31;SWAP148;S311;TA003A;2
SWAP;SWAPS31;SWAP148;S311;TA9996;4
SWAP;SWAPS31;SWAP148;S311;UN9999;2
SWAP;SWAPS4;SWAP149;S41;AC022A;2
SWAP;SWAPS4;SWAP149;S41;AC035A;2
SWAP;SWAPS4;SWAP149;S41;AC044A;2
SWAP;SWAPS4;SWAP149;S41;AC046A;4
SWAP;SWAPS4;SWAP149;S41;AC9990;2
SWAP;SWAPS4;SWAP149;S41;AC9999;2
SWAP;SWAPS4;SWAP149;S41;AU001C;2
SWAP;SWAPS4;SWAP149;S41;AU002A;4
SWAP;SWAPS4;SWAP149;S41;AU004B;2
SWAP;SWAPS4;SWAP149;S41;AU005B;1
SWAP;SWAPS4;SWAP149;S41;AU005D;186
SWAP;SWAPS4;SWAP149;S41;AU009B;4
SWAP;SWAPS4;SWAP149;S41;AU010A;1
SWAP;SWAPS4;SWAP149;S41;AU010B;3
SWAP;SWAPS4;SWAP149;S41;AU014A;1
SWAP;SWAPS4;SWAP149;S41;AU9983;7
SWAP;SWAPS4;SWAP149;S41;AU9984;18
SWAP;SWAPS4;SWAP149;S41;AU9987;11
SWAP;SWAPS4;SWAP149;S41;AU9999;7
SWAP;SWAPS4;SWAP149;S41;BR001A;32
SWAP;SWAPS4;SWAP149;S41;BR003A;1
SWAP;SWAPS4;SWAP149;S41;BR006A;15
SWAP;SWAPS4;SWAP149;S41;BR9997;1
SWAP;SWAPS4;SWAP149;S41;CM010A;2
SWAP;SWAPS4;SWAP149;S41;CM017A;2
SWAP;SWAPS4;SWAP149;S41;CM020A;1
SWAP;SWAPS4;SWAP149;S41;CM048A;4
SWAP;SWAPS4;SWAP149;S41;CY9991;1
SWAP;SWAPS4;SWAP149;S41;EU002B;1
SWAP;SWAPS4;SWAP149;S41;EU002E;1
SWAP;SWAPS4;SWAP149;S41;EU011A;5
SWAP;SWAPS4;SWAP149;S41;EU025A;1
SWAP;SWAPS4;SWAP149;S41;EU043A;3
SWAP;SWAPS4;SWAP149;S41;EU047A;2
SWAP;SWAPS4;SWAP149;S41;EU048A;9
SWAP;SWAPS4;SWAP149;S41;EU049B;1
SWAP;SWAPS4;SWAP149;S41;EU051A;1
SWAP;SWAPS4;SWAP149;S41;EU051B;2
SWAP;SWAPS4;SWAP149;S41;EU9999;14
SWAP;SWAPS4;SWAP149;S41;FR005D;72
SWAP;SWAPS4;SWAP149;S41;FR010A;6
SWAP;SWAPS4;SWAP149;S41;FR015A;55
SWAP;SWAPS4;SWAP149;S41;FR9991;6
SWAP;SWAPS4;SWAP149;S41;FU002A;5
SWAP;SWAPS4;SWAP149;S41;FU002B;18
SWAP;SWAPS4;SWAP149;S41;FU002F;7
SWAP;SWAPS4;SWAP149;S41;KR001A;1
SWAP;SWAPS4;SWAP149;S41;ME019A;3
SWAP;SWAPS4;SWAP149;S41;NA003B;2
SWAP;SWAPS4;SWAP149;S41;NA006A;1
SWAP;SWAPS4;SWAP149;S41;NA014A;2
SWAP;SWAPS4;SWAP149;S41;NA039A;1
SWAP;SWAPS4;SWAP149;S41;NA156A;1
SWAP;SWAPS4;SWAP149;S41;NA9999;7
SWAP;SWAPS4;SWAP149;S41;NE003C;1
SWAP;SWAPS4;SWAP149;S41;PI007A;1
SWAP;SWAPS4;SWAP149;S41;PI011A;1
SWAP;SWAPS4;SWAP149;S41;PI018A;1
SWAP;SWAPS4;SWAP149;S41;PI9999;3
SWAP;SWAPS4;SWAP149;S41;SA001A;1
SWAP;SWAPS4;SWAP149;S41;SA006A;1
SWAP;SWAPS4;SWAP149;S41;SP004A;2
SWAP;SWAPS4;SWAP149;S41;SU006A;4
SWAP;SWAPS4;SWAP149;S41;TA001A;5
SWAP;SWAPS4;SWAP149;S41;TA003A;1
SWAP;SWAPS4;SWAP149;S41;TA004A;2
SWAP;SWAPS4;SWAP149;S41;TA9996;18
SWAP;SWAPS4;SWAP149;S41;UN9999;7
SWAP;SWAPS5;SWAP150;S51;AC001A;5
SWAP;SWAPS5;SWAP150;S51;AC008A;2
SWAP;SWAPS5;SWAP150;S51;AC013A;6
SWAP;SWAPS5;SWAP150;S51;AC014C;1
SWAP;SWAPS5;SWAP150;S51;AC018A;4
SWAP;SWAPS5;SWAP150;S51;AC035A;7
SWAP;SWAPS5;SWAP150;S51;AC9963;1
SWAP;SWAPS5;SWAP150;S51;AC9999;2
SWAP;SWAPS5;SWAP150;S51;AI021A;2
SWAP;SWAPS5;SWAP150;S51;AM001D;6
SWAP;SWAPS5;SWAP150;S51;AS001A;8
SWAP;SWAPS5;SWAP150;S51;AU002A;117
SWAP;SWAPS5;SWAP150;S51;AU003D;11
SWAP;SWAPS5;SWAP150;S51;AU010A;2
SWAP;SWAPS5;SWAP150;S51;AU9983;4
SWAP;SWAPS5;SWAP150;S51;AU9987;6
SWAP;SWAPS5;SWAP150;S51;AU9999;4
SWAP;SWAPS5;SWAP150;S51;BR001A;5
SWAP;SWAPS5;SWAP150;S51;CC001A;8
SWAP;SWAPS5;SWAP150;S51;CM009A;1
SWAP;SWAPS5;SWAP150;S51;CM017A;1
SWAP;SWAPS5;SWAP150;S51;CM031A;1
SWAP;SWAPS5;SWAP150;S51;CY001A;60
SWAP;SWAPS5;SWAP150;S51;CY004A;5
SWAP;SWAPS5;SWAP150;S51;CY007A;2
SWAP;SWAPS5;SWAP150;S51;EP004A;1
SWAP;SWAPS5;SWAP150;S51;EU002K;1
SWAP;SWAPS5;SWAP150;S51;EU047A;1
SWAP;SWAPS5;SWAP150;S51;EU049A;1
SWAP;SWAPS5;SWAP150;S51;FR001A;14
SWAP;SWAPS5;SWAP150;S51;FR002A;6
SWAP;SWAPS5;SWAP150;S51;FR002C;31
SWAP;SWAPS5;SWAP150;S51;FR005D;11
SWAP;SWAPS5;SWAP150;S51;FR006A;17
SWAP;SWAPS5;SWAP150;S51;FR007A;1
SWAP;SWAPS5;SWAP150;S51;FR018A;48
SWAP;SWAPS5;SWAP150;S51;FR9999;8
SWAP;SWAPS5;SWAP150;S51;GO006C;1
SWAP;SWAPS5;SWAP150;S51;GO023B;1
SWAP;SWAPS5;SWAP150;S51;GO9999;1
SWAP;SWAPS5;SWAP150;S51;GY005A;7
SWAP;SWAPS5;SWAP150;S51;NA003A;4
SWAP;SWAPS5;SWAP150;S51;NA003B;1
SWAP;SWAPS5;SWAP150;S51;NA005A;1
SWAP;SWAPS5;SWAP150;S51;NA008A;5
SWAP;SWAPS5;SWAP150;S51;NA013A;2
SWAP;SWAPS5;SWAP150;S51;NA014A;5
SWAP;SWAPS5;SWAP150;S51;NA038A;1
SWAP;SWAPS5;SWAP150;S51;NA039A;1
SWAP;SWAPS5;SWAP150;S51;NA042A;4
SWAP;SWAPS5;SWAP150;S51;NA066A;1
SWAP;SWAPS5;SWAP150;S51;NA069A;2
SWAP;SWAPS5;SWAP150;S51;NA076A;1
SWAP;SWAPS5;SWAP150;S51;NA079A;1
SWAP;SWAPS5;SWAP150;S51;NA171B;1
SWAP;SWAPS5;SWAP150;S51;NA172A;1
SWAP;SWAPS5;SWAP150;S51;NA9904;3
SWAP;SWAPS5;SWAP150;S51;NA9999;9
SWAP;SWAPS5;SWAP150;S51;NI009A;2
SWAP;SWAPS5;SWAP150;S51;NI017A;2
SWAP;SWAPS5;SWAP150;S51;NI9999;3
SWAP;SWAPS5;SWAP150;S51;PI005A;5
SWAP;SWAPS5;SWAP150;S51;PI007A;2
SWAP;SWAPS5;SWAP150;S51;PI011A;2
SWAP;SWAPS5;SWAP150;S51;PI015A;3
SWAP;SWAPS5;SWAP150;S51;PI024A;1
SWAP;SWAPS5;SWAP150;S51;PI9999;6
SWAP;SWAPS5;SWAP150;S51;SA001A;1
SWAP;SWAPS5;SWAP150;S51;SA003A;3
SWAP;SWAPS5;SWAP150;S51;SU002A;1
SWAP;SWAPS5;SWAP150;S51;SY002A;3
SWAP;SWAPS5;SWAP150;S51;SY003A;7
SWAP;SWAPS5;SWAP150;S51;SY004A;2
SWAP;SWAPS5;SWAP150;S51;SY013A;1
SWAP;SWAPS5;SWAP150;S51;SY9999;1
SWAP;SWAPS5;SWAP150;S51;TA001A;2
SWAP;SWAPS5;SWAP150;S51;TA9996;42
SWAP;SWAPS5;SWAP150;S51;UN9999;2
SWAP;SWAPS6;SWAP151;S61;AC004A;1
SWAP;SWAPS6;SWAP151;S61;AC013A;9
SWAP;SWAPS6;SWAP151;S61;AC022A;1
SWAP;SWAPS6;SWAP151;S61;AC025A;3
SWAP;SWAPS6;SWAP151;S61;AC035A;2
SWAP;SWAPS6;SWAP151;S61;AC046A;13
SWAP;SWAPS6;SWAP151;S61;AC9990;5
SWAP;SWAPS6;SWAP151;S61;AC9999;2
SWAP;SWAPS6;SWAP151;S61;AU004A;1
SWAP;SWAPS6;SWAP151;S61;AU004B;2
SWAP;SWAPS6;SWAP151;S61;AU005D;1
SWAP;SWAPS6;SWAP151;S61;AU010B;5
SWAP;SWAPS6;SWAP151;S61;AU9987;4
SWAP;SWAPS6;SWAP151;S61;BR001A;56
SWAP;SWAPS6;SWAP151;S61;BR003A;1
SWAP;SWAPS6;SWAP151;S61;BR006A;6
SWAP;SWAPS6;SWAP151;S61;CM010A;3
SWAP;SWAPS6;SWAP151;S61;CM017A;3
SWAP;SWAPS6;SWAP151;S61;CM048A;15
SWAP;SWAPS6;SWAP151;S61;CM052A;1
SWAP;SWAPS6;SWAP151;S61;CM9999;2
SWAP;SWAPS6;SWAP151;S61;CY001A;2
SWAP;SWAPS6;SWAP151;S61;CY004A;6
SWAP;SWAPS6;SWAP151;S61;CY9991;1
SWAP;SWAPS6;SWAP151;S61;EU002A;4
SWAP;SWAPS6;SWAP151;S61;EU002B;2
SWAP;SWAPS6;SWAP151;S61;EU002E;1
SWAP;SWAPS6;SWAP151;S61;EU011A;4
SWAP;SWAPS6;SWAP151;S61;EU017A;2
SWAP;SWAPS6;SWAP151;S61;EU020A;2
SWAP;SWAPS6;SWAP151;S61;EU026A;1
SWAP;SWAPS6;SWAP151;S61;EU034A;1
SWAP;SWAPS6;SWAP151;S61;EU047A;12
SWAP;SWAPS6;SWAP151;S61;EU048A;4
SWAP;SWAPS6;SWAP151;S61;EU049A;2
SWAP;SWAPS6;SWAP151;S61;EU051A;5
SWAP;SWAPS6;SWAP151;S61;EU9999;16
SWAP;SWAPS6;SWAP151;S61;FR002C;21
SWAP;SWAPS6;SWAP151;S61;FR005D;196
SWAP;SWAPS6;SWAP151;S61;FR015A;4
SWAP;SWAPS6;SWAP151;S61;FR9991;1
SWAP;SWAPS6;SWAP151;S61;FR9999;3
SWAP;SWAPS6;SWAP151;S61;FU002A;4
SWAP;SWAPS6;SWAP151;S61;FU002B;14
SWAP;SWAPS6;SWAP151;S61;FU002F;2
SWAP;SWAPS6;SWAP151;S61;GO006C;2
SWAP;SWAPS6;SWAP151;S61;GO9999;1
SWAP;SWAPS6;SWAP151;S61;HA001A;1
SWAP;SWAPS6;SWAP151;S61;ME019A;4
SWAP;SWAPS6;SWAP151;S61;MR001A;2
SWAP;SWAPS6;SWAP151;S61;NA003A;1
SWAP;SWAPS6;SWAP151;S61;NA003B;5
SWAP;SWAPS6;SWAP151;S61;NA005A;1
SWAP;SWAPS6;SWAP151;S61;NA006A;6
SWAP;SWAPS6;SWAP151;S61;NA013A;1
SWAP;SWAPS6;SWAP151;S61;NA014A;7
SWAP;SWAPS6;SWAP151;S61;NA016A;1
SWAP;SWAPS6;SWAP151;S61;NA038A;1
SWAP;SWAPS6;SWAP151;S61;NA042A;2
SWAP;SWAPS6;SWAP151;S61;NA9904;6
SWAP;SWAPS6;SWAP151;S61;NA9999;6
SWAP;SWAPS6;SWAP151;S61;NE003A;1
SWAP;SWAPS6;SWAP151;S61;NE003C;2
SWAP;SWAPS6;SWAP151;S61;NE9999;1
SWAP;SWAPS6;SWAP151;S61;NI005A;4
SWAP;SWAPS6;SWAP151;S61;NI009A;1
SWAP;SWAPS6;SWAP151;S61;NI017A;14
SWAP;SWAPS6;SWAP151;S61;NI021A;2
SWAP;SWAPS6;SWAP151;S61;NI9999;3
SWAP;SWAPS6;SWAP151;S61;PE002A;14
SWAP;SWAPS6;SWAP151;S61;PI007A;1
SWAP;SWAPS6;SWAP151;S61;PI011A;5
SWAP;SWAPS6;SWAP151;S61;PI015A;3
SWAP;SWAPS6;SWAP151;S61;PI018A;5
SWAP;SWAPS6;SWAP151;S61;PI022A;1
SWAP;SWAPS6;SWAP151;S61;PI042A;1
SWAP;SWAPS6;SWAP151;S61;PI056A;2
SWAP;SWAPS6;SWAP151;S61;PI9999;3
SWAP;SWAPS6;SWAP151;S61;SA001B;3
SWAP;SWAPS6;SWAP151;S61;SA005A;1
SWAP;SWAPS6;SWAP151;S61;SP004A;4
SWAP;SWAPS6;SWAP151;S61;SU005A;1
SWAP;SWAPS6;SWAP151;S61;SU006A;1
SWAP;SWAPS6;SWAP151;S61;SY003A;22
SWAP;SWAPS6;SWAP151;S61;SY009A;7
SWAP;SWAPS6;SWAP151;S61;SY013A;3
SWAP;SWAPS6;SWAP151;S61;TA001A;19
SWAP;SWAPS6;SWAP151;S61;TA004A;2
SWAP;SWAPS6;SWAP151;S61;TA9996;9
SWAP;SWAPS6;SWAP151;S61;UN9999;4
SWAP;SWAPS7;SWAP152;S71;AC013A;21
SWAP;SWAPS7;SWAP152;S71;AC022A;1
SWAP;SWAPS7;SWAP152;S71;AC035A;6
SWAP;SWAPS7;SWAP152;S71;AC046A;2
SWAP;SWAPS7;SWAP152;S71;AC9963;2
SWAP;SWAPS7;SWAP152;S71;AC9999;1
SWAP;SWAPS7;SWAP152;S71;AM001D;1
SWAP;SWAPS7;SWAP152;S71;AS001A;26
SWAP;SWAPS7;SWAP152;S71;AU004A;3
SWAP;SWAPS7;SWAP152;S71;AU005D;124
SWAP;SWAPS7;SWAP152;S71;AU005L;2
SWAP;SWAPS7;SWAP152;S71;AU010A;2
SWAP;SWAPS7;SWAP152;S71;AU9983;21
SWAP;SWAPS7;SWAP152;S71;AU9984;5
SWAP;SWAPS7;SWAP152;S71;AU9999;1
SWAP;SWAPS7;SWAP152;S71;BR001A;12
SWAP;SWAPS7;SWAP152;S71;BR002A;1
SWAP;SWAPS7;SWAP152;S71;BR003A;1
SWAP;SWAPS7;SWAP152;S71;BR006A;6
SWAP;SWAPS7;SWAP152;S71;CM010A;1
SWAP;SWAPS7;SWAP152;S71;CM048A;3
SWAP;SWAPS7;SWAP152;S71;CM052A;2
SWAP;SWAPS7;SWAP152;S71;CY001A;19
SWAP;SWAPS7;SWAP152;S71;CY004A;5
SWAP;SWAPS7;SWAP152;S71;CY007A;29
SWAP;SWAPS7;SWAP152;S71;CY9991;154
SWAP;SWAPS7;SWAP152;S71;EU002A;2
SWAP;SWAPS7;SWAP152;S71;EU002K;3
SWAP;SWAPS7;SWAP152;S71;EU017A;2
SWAP;SWAPS7;SWAP152;S71;EU029A;1
SWAP;SWAPS7;SWAP152;S71;EU043A;2
SWAP;SWAPS7;SWAP152;S71;EU047A;2
SWAP;SWAPS7;SWAP152;S71;EU048A;3
SWAP;SWAPS7;SWAP152;S71;EU049B;2
SWAP;SWAPS7;SWAP152;S71;EU051A;1
SWAP;SWAPS7;SWAP152;S71;EU9999;3
SWAP;SWAPS7;SWAP152;S71;FR002C;1
SWAP;SWAPS7;SWAP152;S71;FR005D;11
SWAP;SWAPS7;SWAP152;S71;FR006A;1
SWAP;SWAPS7;SWAP152;S71;FR007A;2
SWAP;SWAPS7;SWAP152;S71;FR9984;2
SWAP;SWAPS7;SWAP152;S71;FU002A;7
SWAP;SWAPS7;SWAP152;S71;FU002B;9
SWAP;SWAPS7;SWAP152;S71;GO006C;4
SWAP;SWAPS7;SWAP152;S71;GO025B;3
SWAP;SWAPS7;SWAP152;S71;GO9999;6
SWAP;SWAPS7;SWAP152;S71;NA003A;1
SWAP;SWAPS7;SWAP152;S71;NA003B;4
SWAP;SWAPS7;SWAP152;S71;NA006A;3
SWAP;SWAPS7;SWAP152;S71;NA008A;1
SWAP;SWAPS7;SWAP152;S71;NA014A;2
SWAP;SWAPS7;SWAP152;S71;NA042A;3
SWAP;SWAPS7;SWAP152;S71;NA056A;1
SWAP;SWAPS7;SWAP152;S71;NA113A;2
SWAP;SWAPS7;SWAP152;S71;NA9904;8
SWAP;SWAPS7;SWAP152;S71;NA9999;8
SWAP;SWAPS7;SWAP152;S71;NE001A;1
SWAP;SWAPS7;SWAP152;S71;NI009A;2
SWAP;SWAPS7;SWAP152;S71;NI017A;2
SWAP;SWAPS7;SWAP152;S71;PE002A;4
SWAP;SWAPS7;SWAP152;S71;PI042A;1
SWAP;SWAPS7;SWAP152;S71;PI9999;3
SWAP;SWAPS7;SWAP152;S71;SA005A;1
SWAP;SWAPS7;SWAP152;S71;SP002A;8
SWAP;SWAPS7;SWAP152;S71;SP004A;3
SWAP;SWAPS7;SWAP152;S71;SU006A;1
SWAP;SWAPS7;SWAP152;S71;SY003A;2
SWAP;SWAPS7;SWAP152;S71;SY9999;1
SWAP;SWAPS7;SWAP152;S71;TA001A;2
SWAP;SWAPS7;SWAP152;S71;TA003A;1
SWAP;SWAPS7;SWAP152;S71;UN9999;4
SWAP;SWAPS8;SWAP153;S81;AC013A;6
SWAP;SWAPS8;SWAP153;S81;AC018A;2
SWAP;SWAPS8;SWAP153;S81;AC022A;3
SWAP;SWAPS8;SWAP153;S81;AC025A;3
SWAP;SWAPS8;SWAP153;S81;AC035A;1
SWAP;SWAPS8;SWAP153;S81;AC039A;1
SWAP;SWAPS8;SWAP153;S81;AC046A;4
SWAP;SWAPS8;SWAP153;S81;AC9963;2
SWAP;SWAPS8;SWAP153;S81;AC9990;3
SWAP;SWAPS8;SWAP153;S81;AC9999;2
SWAP;SWAPS8;SWAP153;S81;AM001D;10
SWAP;SWAPS8;SWAP153;S81;AU001C;4
SWAP;SWAPS8;SWAP153;S81;AU002A;2
SWAP;SWAPS8;SWAP153;S81;AU004A;24
SWAP;SWAPS8;SWAP153;S81;AU004B;9
SWAP;SWAPS8;SWAP153;S81;AU005D;1
SWAP;SWAPS8;SWAP153;S81;AU005E;9
SWAP;SWAPS8;SWAP153;S81;AU010A;6
SWAP;SWAPS8;SWAP153;S81;AU010B;10
SWAP;SWAPS8;SWAP153;S81;AU9983;25
SWAP;SWAPS8;SWAP153;S81;AU9999;1
SWAP;SWAPS8;SWAP153;S81;BR001A;6
SWAP;SWAPS8;SWAP153;S81;BR006A;9
SWAP;SWAPS8;SWAP153;S81;CA018A;1
SWAP;SWAPS8;SWAP153;S81;CM004A;1
SWAP;SWAPS8;SWAP153;S81;CM009A;5
SWAP;SWAPS8;SWAP153;S81;CM015A;1
SWAP;SWAPS8;SWAP153;S81;CM016A;2
SWAP;SWAPS8;SWAP153;S81;CM017A;3
SWAP;SWAPS8;SWAP153;S81;CM026A;1
SWAP;SWAPS8;SWAP153;S81;CM048A;4
SWAP;SWAPS8;SWAP153;S81;CM051A;6
SWAP;SWAPS8;SWAP153;S81;CM101B;1
SWAP;SWAPS8;SWAP153;S81;CM9999;5
SWAP;SWAPS8;SWAP153;S81;CY001A;26
SWAP;SWAPS8;SWAP153;S81;CY004A;4
SWAP;SWAPS8;SWAP153;S81;CY9991;24
SWAP;SWAPS8;SWAP153;S81;EU002B;1
SWAP;SWAPS8;SWAP153;S81;EU002K;1
SWAP;SWAPS8;SWAP153;S81;EU029A;1
SWAP;SWAPS8;SWAP153;S81;EU032A;3
SWAP;SWAPS8;SWAP153;S81;EU039A;1
SWAP;SWAPS8;SWAP153;S81;EU047A;1
SWAP;SWAPS8;SWAP153;S81;EU9999;6
SWAP;SWAPS8;SWAP153;S81;FR001A;3
SWAP;SWAPS8;SWAP153;S81;FR002B;5
SWAP;SWAPS8;SWAP153;S81;FR002C;29
SWAP;SWAPS8;SWAP153;S81;FR005D;36
SWAP;SWAPS8;SWAP153;S81;FR006A;15
SWAP;SWAPS8;SWAP153;S81;FR010A;2
SWAP;SWAPS8;SWAP153;S81;FR9999;1
SWAP;SWAPS8;SWAP153;S81;FU002A;1
SWAP;SWAPS8;SWAP153;S81;FU002B;18
SWAP;SWAPS8;SWAP153;S81;GO004A;2
SWAP;SWAPS8;SWAP153;S81;GO025B;2
SWAP;SWAPS8;SWAP153;S81;NA003A;4
SWAP;SWAPS8;SWAP153;S81;NA003B;3
SWAP;SWAPS8;SWAP153;S81;NA005A;2
SWAP;SWAPS8;SWAP153;S81;NA006A;2
SWAP;SWAPS8;SWAP153;S81;NA014A;22
SWAP;SWAPS8;SWAP153;S81;NA037A;1
SWAP;SWAPS8;SWAP153;S81;NA042A;1
SWAP;SWAPS8;SWAP153;S81;NA047A;1
SWAP;SWAPS8;SWAP153;S81;NA102A;40
SWAP;SWAPS8;SWAP153;S81;NA429A;2
SWAP;SWAPS8;SWAP153;S81;NA9999;8
SWAP;SWAPS8;SWAP153;S81;NE003A;2
SWAP;SWAPS8;SWAP153;S81;NI005A;2
SWAP;SWAPS8;SWAP153;S81;PI003A;4
SWAP;SWAPS8;SWAP153;S81;PI007A;3
SWAP;SWAPS8;SWAP153;S81;PI008A;2
SWAP;SWAPS8;SWAP153;S81;PI011A;7
SWAP;SWAPS8;SWAP153;S81;PI015A;20
SWAP;SWAPS8;SWAP153;S81;PI018A;16
SWAP;SWAPS8;SWAP153;S81;PI9999;12
SWAP;SWAPS8;SWAP153;S81;SA001A;1
SWAP;SWAPS8;SWAP153;S81;SA001B;10
SWAP;SWAPS8;SWAP153;S81;SA006A;10
SWAP;SWAPS8;SWAP153;S81;SU005A;1
SWAP;SWAPS8;SWAP153;S81;SU006A;1
SWAP;SWAPS8;SWAP153;S81;SY003A;1
SWAP;SWAPS8;SWAP153;S81;SY004A;3
SWAP;SWAPS8;SWAP153;S81;SY9999;1
SWAP;SWAPS8;SWAP153;S81;TA001A;1
SWAP;SWAPS8;SWAP153;S81;TA003A;1
SWAP;SWAPS8;SWAP153;S81;UN9999;5
SWAP;SWAPS9;SWAP154;S91;AC013A;27
SWAP;SWAPS9;SWAP154;S91;AC014C;1
SWAP;SWAPS9;SWAP154;S91;AC022A;1
SWAP;SWAPS9;SWAP154;S91;AC025A;2
SWAP;SWAPS9;SWAP154;S91;AC029A;1
SWAP;SWAPS9;SWAP154;S91;AC034A;1
SWAP;SWAPS9;SWAP154;S91;AC035A;2
SWAP;SWAPS9;SWAP154;S91;AC042A;5
SWAP;SWAPS9;SWAP154;S91;AC044A;3
SWAP;SWAPS9;SWAP154;S91;AC046A;4
SWAP;SWAPS9;SWAP154;S91;AC9962;1
